Institute,Quota,Gender,Year,Academic_Program_Name,Closing_Rank,Opening_Rank,Seat_Type,PwD
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Computer Science and Engineering (4 Years, Bachelor of Technology)",278.0,203.0,EWS,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Electrical Engineering (4 Years, Bachelor of Technology)",1434.0,1183.0,SC,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",244.0,153.0,EWS,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",301.0,174.0,SC,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Geological Technology (5 Years, Integrated Master of Technology)",1647.0,1393.0,EWS,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",14280.0,12295.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Civil Engineering (4 Years, Bachelor of Technology)",1558.0,1445.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Computer Science and Engineering (4 Years, Bachelor of Technology)",941.0,689.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Electrical Engineering (4 Years, Bachelor of Technology)",923.0,804.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Engineering Physics (4 Years, Bachelor of Technology)",859.0,859.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Mathematics and Computing (5 Years, Integrated Master of Technology)",666.0,565.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",357.0,958.0,ST,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2021,"Computer Science and Engineering (4 Years, Bachelor of Technology)",1446.0,1163.0,SC,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2021,"Electrical Engineering (4 Years, Bachelor of Technology)",757.0,285.0,ST,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2021,"Mechanical Engineering (4 Years, Bachelor of Technology)",1316.0,1067.0,EWS,false
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2021,"Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",5343.0,3950.0,OBC-NCL,false
Indian Institute of Technology (BHU) Varanasi,AI,Female-only (including Supernumerary),2021,"Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",2314.0,2314.0,SC,false
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2021,"Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",853.0,853.0,ST,false
Indian Institute of Technology (BHU) Varanasi,AI,Female-only (including Supernumerary),2021,"Chemical Engineering (4 Years, Bachelor of Technology)",454.0,2523.0,SC,false
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2021,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1333.0,1278.0,EWS,false
Indian Institute of Technology Patna,AI,Female-only (including Supernumerary),2021,"Mathematics and Computing (4 Years, Bachelor of Science)",2113.0,2113.0,EWS,false
Indian Institute of Technology Patna,AI,Gender-Neutral,2021,"Mechanical Engineering (4 Years, Bachelor of Technology)",3697.0,2799.0,OBC-NCL,false
Indian Institute of Technology Patna,AI,Female-only (including Supernumerary),2021,"Engineering Physics (4 Years, Bachelor of Technology)",19520.0,18869.0,OPEN,false
Indian Institute of Technology Patna,AI,Gender-Neutral,2021,"Mathematics and Computing (4 Years, Bachelor of Science)",1311.0,837.0,SC,false
Indian Institute of Technology Patna,AI,Gender-Neutral,2021,"Mechanical Engineering (4 Years, Bachelor of Technology)",9779.0,7606.0,OPEN,false
Indian Institute of Technology Patna,AI,Gender-Neutral,2021,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",14216.0,13155.0,OPEN,false
Indian Institute of Technology Patna,AI,Female-only (including Supernumerary),2021,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",3781.0,3781.0,EWS,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Architecture (5 Years, Bachelor of Architecture)",1922.0,1922.0,SC,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Chemical Engineering (4 Years, Bachelor of Technology)",10177.0,8302.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Chemical Engineering (4 Years, Bachelor of Technology)",794.0,704.0,EWS,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Chemical Engineering (4 Years, Bachelor of Technology)",2184.0,1993.0,EWS,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",370.0,323.0,ST,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Computer Science and Engineering (4 Years, Bachelor of Technology)",111.0,48.0,SC,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",6151.0,5972.0,OBC-NCL,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Electrical Engineering (4 Years, Bachelor of Technology)",40.0,45.0,OBC-NCL,true
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",233.0,68.0,ST,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Engineering Physics (4 Years, Bachelor of Technology)",4541.0,2451.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Geophysical Technology (5 Years, Integrated Master of Technology)",2534.0,2159.0,SC,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",1667.0,1667.0,SC,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Mechanical Engineering (4 Years, Bachelor of Technology)",9417.0,5533.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",7612.0,6439.0,OBC-NCL,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",9605.0,7623.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Applied Geology (5 Years, Integrated Master of Technology)",4253.0,4253.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Applied Geology (5 Years, Integrated Master of Technology)",2301.0,2301.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Civil Engineering (4 Years, Bachelor of Technology)",1996.0,1700.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Chemical Engineering (4 Years, Bachelor of Technology)",568.0,568.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Computer Science and Engineering (4 Years, Bachelor of Technology)",410.0,269.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Computer Science and Engineering (4 Years, Bachelor of Technology)",525.0,305.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Mathematics and Computing (5 Years, Integrated Master of Technology)",8275.0,6848.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Mechanical Engineering (4 Years, Bachelor of Technology)",3375.0,3262.0,EWS,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2021,"Chemical Engineering (4 Years, Bachelor of Technology)",1361.0,1340.0,EWS,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2021,"Civil Engineering (4 Years, Bachelor of Technology)",717.0,699.0,ST,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2021,"Electrical Engineering (4 Years, Bachelor of Technology)",2349.0,1686.0,OBC-NCL,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2021,"Electrical Engineering (4 Years, Bachelor of Technology)",5704.0,4626.0,OBC-NCL,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2021,"Mathematics and Computing (4 Years, Bachelor of Technology)",6728.0,5464.0,OPEN,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2021,"Mathematics and Computing (4 Years, Bachelor of Technology)",168.0,168.0,OPEN,false
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2021,"Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",2002.0,1833.0,EWS,false
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2021,"Chemical Engineering (4 Years, Bachelor of Technology)",7791.0,5893.0,OPEN,false
Indian Institute of Technology (BHU) Varanasi,AI,Female-only (including Supernumerary),2021,"Civil Engineering (4 Years, Bachelor of Technology)",3090.0,3051.0,EWS,false
Indian Institute of Technology (BHU) Varanasi,AI,Female-only (including Supernumerary),2021,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",18350.0,18153.0,OPEN,false
Indian Institute of Technology Patna,AI,Gender-Neutral,2021,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",5243.0,4864.0,OBC-NCL,false
Indian Institute of Technology Patna,AI,Female-only (including Supernumerary),2021,"Engineering Physics (4 Years, Bachelor of Technology)",786.0,786.0,SC,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Architecture (5 Years, Bachelor of Architecture)",15122.0,10314.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Architecture (5 Years, Bachelor of Architecture)",1321.0,565.0,ST,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Civil Engineering (4 Years, Bachelor of Technology)",2585.0,2309.0,EWS,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Electrical Engineering (4 Years, Bachelor of Technology)",308.0,201.0,ST,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",737.0,637.0,EWS,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Engineering Physics (4 Years, Bachelor of Technology)",901.0,746.0,EWS,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Geophysical Technology (5 Years, Integrated Master of Technology)",805.0,759.0,ST,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",4302.0,3322.0,OBC-NCL,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",599.0,599.0,ST,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",969.0,913.0,ST,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",5608.0,4333.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Chemical Engineering (4 Years, Bachelor of Technology)",2223.0,2037.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Civil Engineering (4 Years, Bachelor of Technology)",19513.0,17934.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Computer Science and Engineering (4 Years, Bachelor of Technology)",44.0,44.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Computer Science and Engineering (4 Years, Bachelor of Technology)",9.0,9.0,EWS,true
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Computer Science and Engineering (4 Years, Bachelor of Technology)",1359.0,973.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Computer Science and Engineering (4 Years, Bachelor of Technology)",43.0,41.0,OBC-NCL,true
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2021,"Electrical Engineering (4 Years, Bachelor of Technology)",2462.0,2078.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Mathematics and Computing (5 Years, Integrated Master of Technology)",122.0,122.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",12680.0,10005.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2021,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",1992.0,1931.0,EWS,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2021,"Chemical Engineering (4 Years, Bachelor of Technology)",17282.0,16421.0,OPEN,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2021,"Chemical Engineering (4 Years, Bachelor of Technology)",960.0,960.0,ST,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2021,"Civil Engineering (4 Years, Bachelor of Technology)",3426.0,3426.0,EWS,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2021,"Civil Engineering (4 Years, Bachelor of Technology)",7668.0,6895.0,OBC-NCL,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2021,"Computer Science and Engineering (4 Years, Bachelor of Technology)",327.0,327.0,ST,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2021,"Mechanical Engineering (4 Years, Bachelor of Technology)",886.0,846.0,ST,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2021,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",1133.0,1133.0,ST,false
Indian Institute of Technology (BHU) Varanasi,AI,Female-only (including Supernumerary),2021,"Ceramic Engineering (4 Years, Bachelor of Technology)",3837.0,3837.0,EWS,false
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2021,"Civil Engineering (4 Years, Bachelor of Technology)",125.0,66.0,OPEN,false
Indian Institute of Technology (BHU) Varanasi,AI,Gender-Neutral,2021,"Civil Engineering (4 Years, Bachelor of Technology)",1276.0,1052.0,EWS,false
Indian Institute of Technology Patna,AI,Gender-Neutral,2021,"Mathematics and Computing (4 Years, Bachelor of Science)",722.0,645.0,EWS,false
Indian Institute of Technology Patna,AI,Female-only (including Supernumerary),2021,"Mechanical Engineering (4 Years, Bachelor of Technology)",7865.0,6701.0,OBC-NCL,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Civil Engineering (4 Years, Bachelor of Technology)",13465.0,10532.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Civil Engineering (4 Years, Bachelor of Technology)",363.0,158.0,ST,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2021,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",39.0,39.0,OBC-NCL,true
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2021,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",1020.0,855.0,SC,false
